longitud,latitud,id_region,tipo_ecosistema,valor_indice
-87.84628806762574,20.91916783404552,Sureste,Bosque Templado,0.7505
-106.46750023912885,27.051375966402794,Noreste,Manglar,0.7280988
-104.98677177188267,21.41580436285135,Occidente,Matorral Seco,0.96111
-109.05000219343938,29.943203066381617,Noroeste,Manglar,0.75619704
-96.12069560020188,16.101516998347854,Noreste,Matorral Seco,0.6785006
-102.07995480214855,22.956717360401022,Centro,Bosque Templado,0.35506472
-104.82111020698692,19.94388001270141,Occidente,Pastizal,0.58244884
-102.13444005187353,24.17682324530128,Centro,Matorral Seco,0.7865206
-98.75028803379803,18.665184862737537,Sur,Bosque Templado,0.29362354
-104.32406126631668,20.941247564785886,Occidente,Selva Húmeda,0.8996247
-87.7084916902988,20.699564442287407,Sureste,Selva Húmeda,0.8996177
-106.79850671137112,30.83521396282655,Noreste,Bosque Templado,0.7052324
-114.09857548368693,28.10423782802485,Noroeste,Selva Húmeda,0.16411765
-94.3143612777387,17.72381080653097,Sureste,Bosque Templado,0.38772354
-99.51323331684155,18.70308690849777,Sur,Matorral Seco,0.63125885
-104.35438498187345,27.77147849444318,Noreste,Matorral Seco,0.62138
-105.24730548532511,27.48899695108676,Noreste,Manglar,0.56717646
-92.75493190295053,15.280728339663371,Sureste,Bosque Templado,0.25221765
-102.87821346036495,18.810402257620197,Occidente,Manglar,0.9136706
-107.1633212398235,29.607678755010955,Noreste,Manglar,0.74066585
-102.66187317994111,29.715942579299746,Noreste,Pastizal,0.9626541
-105.89066076745321,31.106588228632976,Noreste,Matorral Seco,0.9642853
-100.86773462640902,18.114031554075837,Sur,Matorral Seco,0.49096236
-102.35459103341695,28.229933118397632,Noreste,Pastizal,0.8324759
-106.69600167269245,27.918697927743242,Noreste,Manglar,0.28465295
-98.53573210083806,22.212872341088673,Centro,Selva Húmeda,0.34257647
-88.46943971040879,18.983333267160386,Sureste,Pastizal,0.9506218
-107.23209646712286,31.517866246544685,Noreste,Selva Húmeda,0.98653173
-103.41588455810324,18.691651369773975,Occidente,Bosque Templado,0.6562794
-99.39847806230152,21.421768136465904,Centro,Selva Húmeda,0.88227767
-99.58565335744203,20.05124985113642,Centro,Matorral Seco,0.18554118
-92.44176426336358,17.80562736064334,Sureste,Pastizal,0.41600588
-98.29261618525615,18.420121274299106,Centro,Selva Húmeda,0.52956295
-100.6782663085608,25.224214634949284,Sur,Matorral Seco,0.61720824
-99.3446783391925,26.10828266062402,Sur,Pastizal,0.5970806
-111.50461298353886,28.852967001543103,Noroeste,Bosque Templado,0.2759647
-109.59567145689324,30.144486195042393,Noroeste,Pastizal,0.78926647
-100.05632790230517,20.887559042516276,Centro,Bosque Templado,0.7544718
-96.5869271459287,19.09721497468298,Sureste,Selva Húmeda,0.37248236
-98.9362793601784,18.171348481252483,Sur,Matorral Seco,0.3540647
